date,time,water level
05/04/2015,13.29,447
06/04/2015,13.32,672
07/04/2015,13.32,784
08/04/2015,13.31,936
09/04/2015,13.31,1320
10/04/2015,13.35,1420
11/04/2015,13.36,1370
12/04/2015,13.44,1320
13/04/2015,13.53,1300
14/04/2015,13.46,1180
15/04/2015,13.39,815
16/04/2015,13.4,640
17/04/2015,13.34,660
18/04/2015,13.4,730
19/04/2015,13.45,750
20/04/2015,13.44,690
21/04/2015,13.38,600
22/04/2015,13.37,519
23/04/2015,13.35,573
24/04/2015,13.36,593
25/04/2015,13.36,583
26/04/2015,13.33,578
27/04/2015,13.32,537
28/04/2015,13.34,516
29/04/2015,13.37,641
30/04/2015,13.35,675
01/05/2015,13.31,599
02/05/2015,13.39,656
03/05/2015,13.39,714
04/05/2015,13.37,627
05/05/2015,13.34,662
06/05/2015,13.37,719
07/05/2015,13.37,681
08/05/2015,13.36,663
09/05/2015,13.34,693
10/05/2015,13.3,678
11/05/2015,13.4,617
12/05/2015,13.35,612
13/05/2015,13.3,582
14/05/2015,13.31,582
15/05/2015,13.33,537
16/05/2015,13.33,843
17/05/2015,13.29,715
18/05/2015,13.31,398
19/05/2015,13.31,449
20/05/2015,13.32,566
21/05/2015,13.29,577
22/05/2015,13.29,543
23/05/2015,13.32,606
24/05/2015,13.31,617
25/05/2015,13.31,578
26/05/2015,13.27,523
27/05/2015,13.25,478
28/05/2015,13.28,478
29/05/2015,13.27,472
30/05/2015,13.29,646
31/05/2015,13.27,849
01/06/2015,13.27,829
02/06/2015,13.33,1040
03/06/2015,13.38,1400
04/06/2015,13.38,1440
05/06/2015,13.4,1370
06/06/2015,13.4,1460
07/06/2015,13.41,1520
08/06/2015,13.44,1430
09/06/2015,13.42,1280
10/06/2015,13.36,963
11/06/2015,13.36,703
12/06/2015,13.27,563
13/06/2015,13.21,482
14/06/2015,13.17,394
15/06/2015,13.06,332
16/06/2015,12.94,279
17/06/2015,12.86,241
18/06/2015,12.78,278
19/06/2015,12.71,635
20/06/2015,12.7,1740
21/06/2015,12.65,2150
22/06/2015,12.66,2280
